0.0,8
0.01,13
0.02,13
0.03,13
0.04,13
0.05,13
0.06,14
0.07,14
0.08,14
0.09,14
0.1,14
0.11,22
0.12,22
0.13,22
0.14,22
0.15,22
0.16,22
0.17,23
0.18,23
0.19,23
0.2,23
0.21,23
0.22,23
0.23,23
0.24,23
0.25,760
0.26,1842
0.27,3311
0.28,5161
0.29,7360
0.3,9790
0.31,12390
0.32,14990
0.33,17682
0.34,20393
0.35000000000000003,23023
0.36,25504
0.37,27970
0.38,30321
0.39,32654
0.4,34929
0.41000000000000003,37132
0.42,39318
0.43,41441
0.44,43488
0.45,45529
0.46,47563
0.47000000000000003,49532
0.48,51427
0.49,53296
0.5,55144
0.51,56964
0.52,58764
0.53,60558
0.54,62285
0.55,63936
0.56,65510
0.5700000000000001,66977
0.58,68250
0.59,69301
0.6,70089
0.61,70713
0.62,71093
0.63,71393
0.64,71682
0.65,71996
0.66,72381
0.67,72870
0.68,73555
0.6900000000000001,74520
0.7000000000000001,75907
0.71,77763
0.72,80067
0.73,82659
0.74,85434
0.75,88292
0.76,91297
0.77,94398
0.78,97473
0.79,100635
0.8,103822
0.81,107014
0.8200000000000001,109143
0.8300000000000001,109327
0.84,109445
0.85,109554
0.86,109670
0.87,109791
0.88,109921
0.89,110058
0.9,110202
0.91,110356
0.92,110517
0.93,110688
0.9400000000000001,110885
0.9500000000000001,111134
0.96,111439
0.97,111830
0.98,112407
0.99,113514
1.0,289208
