0.0,44
0.01,44
0.02,44
0.03,44
0.04,44
0.05,44
0.06,44
0.07,68
0.08,182
0.09,341
0.1,521
0.11,718
0.12,940
0.13,1191
0.14,1454
0.15,1718
0.16,1959
0.17,2189
0.18,2437
0.19,2703
0.2,2976
0.21,3266
0.22,3565
0.23,3888
0.24,4207
0.25,4555
0.26,4899
0.27,5259
0.28,5621
0.29,5993
0.3,6393
0.31,6821
0.32,7238
0.33,7683
0.34,8166
0.35000000000000003,8625
0.36,9110
0.37,9599
0.38,10129
0.39,10652
0.4,11183
0.41000000000000003,11747
0.42,12306
0.43,12852
0.44,13431
0.45,14059
0.46,14676
0.47000000000000003,15241
0.48,15854
0.49,16494
0.5,17194
0.51,17879
0.52,18613
0.53,19410
0.54,20113
0.55,20868
0.56,21730
0.5700000000000001,22603
0.58,23477
0.59,24372
0.6,25248
0.61,26220
0.62,27205
0.63,28164
0.64,29190
0.65,30242
0.66,31362
0.67,32470
0.68,33713
0.6900000000000001,35022
0.7000000000000001,36350
0.71,37845
0.72,39312
0.73,40846
0.74,42467
0.75,44207
0.76,45912
0.77,47882
0.78,49987
0.79,51960
0.8,52571
0.81,52592
0.8200000000000001,52611
0.8300000000000001,52634
0.84,52663
0.85,52733
0.86,52858
0.87,53133
0.88,53552
0.89,54056
0.9,54667
0.91,55311
0.92,55964
0.93,56575
0.9400000000000001,57113
0.9500000000000001,57596
0.96,58055
0.97,58448
0.98,58901
0.99,59481
1.0,61904
